Tarih;Şimdi;Açılış;Yüksek;Düşük;Hac.;Fark %
8.12.2021;12,27;12,38;12,5;12,24;6,48M;-0,28%
9.12.2021;12,25;12,3;12,52;12,25;4,65M;-0,21%
10.12.2021;12,26;12,28;12,44;12,1;4,08M;0,14%
13.12.2021;12,76;12,31;12,84;12,31;6,02M;4,08%
14.12.2021;13;13,03;13,17;12,84;6,65M;1,82%
15.12.2021;12,59;13,06;13,16;12,5;6,00M;-3,12%
16.12.2021;12,9;12,69;12,93;12,41;7,12M;2,47%
17.12.2021;12,21;13,12;13,53;11,64;9,70M;-5,35%
20.12.2021;11,75;11,73;12,38;11,04;5,47M;-3,81%
21.12.2021;10,65;12,29;12,33;10,57;4,57M;-9,32%
22.12.2021;10,43;10,64;10,89;10,12;4,41M;-2,02%
23.12.2021;10,18;10,56;10,73;10,04;4,05M;-2,40%
24.12.2021;10,65;10,41;10,66;10,24;3,09M;4,57%
27.12.2021;10,66;10,78;10,95;10,57;3,42M;0,08%
28.12.2021;10,4;10,72;10,78;10,26;3,46M;-2,43%
29.12.2021;10,63;10,43;10,71;9,92;3,45M;2,24%
30.12.2021;10,54;10,66;10,98;10,54;4,10M;-0,89%
31.12.2021;11,11;10,51;11,12;10,49;4,75M;5,40%
3.01.2022;11,46;11,9;12,09;11,3;8,48M;3,18%
4.01.2022;11,6;11,51;11,81;11,37;6,64M;1,20%
5.01.2022;12,37;11,62;12,5;11,52;8,76M;6,69%
6.01.2022;12,54;12,31;12,76;12,18;6,78M;1,32%
7.01.2022;12,43;12,71;12,88;12,08;7,37M;-0,89%
10.01.2022;12,44;12,54;12,7;12,44;3,62M;0,14%
11.01.2022;12,02;12,5;12,56;12,01;6,27M;-3,40%
12.01.2022;12,39;12,14;12,41;12,03;6,00M;3,08%
13.01.2022;12,09;12,32;12,39;12,06;5,08M;-2,44%
14.01.2022;12,31;12,09;12,31;11,94;4,69M;1,85%
17.01.2022;12,49;12,34;12,57;12,31;4,89M;1,40%
18.01.2022;11,87;12,5;12,51;11,87;4,30M;-4,90%
19.01.2022;12,23;11,86;12,25;11,55;6,69M;2,98%
20.01.2022;11,93;12,24;12,26;11,71;5,43M;-2,47%
21.01.2022;11,99;11,76;12,02;11,68;3,23M;0,51%
24.01.2022;11,45;11,96;12;11,37;2,95M;-4,46%
25.01.2022;11,48;11,45;11,53;11,18;3,29M;0,23%
26.01.2022;11,38;11,48;11,49;11,32;3,28M;-0,83%
27.01.2022;11,39;11,22;11,39;11,15;3,64M;0,08%
28.01.2022;11,63;11,43;11,94;11,43;6,27M;2,12%
31.01.2022;12,73;11,69;12,75;11,68;11,76M;9,41%
1.02.2022;12,45;12,72;12,72;12,37;7,02M;-2,17%
2.02.2022;12,18;12,54;12,83;12,18;6,93M;-2,22%
3.02.2022;12,04;12,18;12,44;11,94;4,49M;-1,13%
4.02.2022;12,07;12,06;12,16;11,81;4,12M;0,29%
7.02.2022;12,25;12,07;12,32;11,84;4,92M;1,43%
8.02.2022;11,94;12,25;12,32;11,91;5,20M;-2,54%
9.02.2022;12,5;12;12,58;11,94;17,04M;4,77%
10.02.2022;12,67;12,51;13;12,47;17,33M;1,31%
11.02.2022;12,57;12,63;12,88;12,42;9,96M;-0,75%
14.02.2022;12,16;12,48;12,57;12,03;8,82M;-3,29%
15.02.2022;12,27;12,18;12,39;12,07;7,47M;0,92%
16.02.2022;12,24;12,31;12,53;12,23;5,37M;-0,28%
17.02.2022;11,98;12,33;12,37;11,94;6,88M;-2,11%
18.02.2022;12,54;12,15;12,54;11,99;6,87M;4,68%
21.02.2022;12,26;12,55;12,64;12,26;9,93M;-2,20%
22.02.2022;12,12;12,06;12,43;11,81;7,41M;-1,13%
23.02.2022;12,19;12,2;12,42;12,17;4,37M;0,57%
24.02.2022;10,98;11,34;11,67;10,98;5,33M;-9,97%
25.02.2022;11,61;11,43;11,64;11,1;7,08M;5,73%
28.02.2022;11,42;11,5;11,71;11,04;4,20M;-1,63%
1.03.2022;11,48;11,6;11,66;11,02;6,61M;0,53%
2.03.2022;11,56;11,55;11,73;11,37;4,38M;0,75%
3.03.2022;11,95;11,63;11,96;11,63;5,58M;3,36%
4.03.2022;11,98;11,91;12,18;11,83;5,59M;0,22%
7.03.2022;11,99;11,99;12,22;11,67;6,30M;0,07%
8.03.2022;11,97;11,99;12,12;11,96;5,57M;-0,14%
9.03.2022;12,16;12,04;12,24;11,98;6,55M;1,59%
10.03.2022;12;12,23;12,32;11,97;4,59M;-1,28%
11.03.2022;12,12;12;12,16;11,95;5,52M;1,01%
14.03.2022;12,51;12,16;12,56;12,14;6,36M;3,20%
15.03.2022;12,37;12,59;12,62;12,25;5,73M;-1,17%
16.03.2022;12,2;12,41;12,46;12,17;3,95M;-1,32%
17.03.2022;12,2;12,25;12,34;12,19;4,52M;0,00%
18.03.2022;12,26;12,2;12,44;12,2;5,01M;0,49%
21.03.2022;12,5;12,36;12,56;12,31;4,43M;1,97%
22.03.2022;13,13;12,55;13,23;12,5;9,56M;5,03%
23.03.2022;13,08;13,25;13,31;12,84;7,51M;-0,39%
24.03.2022;13,02;13,09;13,24;13,02;6,29M;-0,46%
25.03.2022;12,87;13,04;13,09;12,82;6,11M;-1,19%
28.03.2022;13,05;12,93;13,36;12,92;8,59M;1,41%
29.03.2022;13,19;13,08;13,23;13,06;6,66M;1,06%
30.03.2022;13,72;13,32;14,01;13,2;13,12M;4,05%
31.03.2022;14,01;13,97;14,38;13,88;11,37M;2,14%
1.04.2022;14,16;14,19;14,25;13,93;5,96M;1,05%
4.04.2022;14,29;14,23;14,44;14,08;7,18M;0,91%
5.04.2022;14,41;14,31;14,64;14,19;9,00M;0,84%
6.04.2022;14,32;14,44;14,51;14,15;7,05M;-0,66%
7.04.2022;14,48;14,38;14,55;14,1;8,36M;1,14%
8.04.2022;14,83;14,66;14,83;14,53;12,08M;2,44%
11.04.2022;14,61;15,01;15,01;14,49;11,61M;-1,50%
12.04.2022;14,54;14,61;14,62;14,41;7,94M;-0,51%
13.04.2022;14,32;14,55;14,79;14,14;11,60M;-1,47%
14.04.2022;14,27;14,35;14,44;14,2;6,55M;-0,39%
15.04.2022;14,28;14,31;14,32;14,2;4,01M;0,13%
18.04.2022;14,2;14,32;14,42;14,14;5,75M;-0,59%
19.04.2022;14,62;14,24;14,71;14,22;17,74M;2,95%
20.04.2022;14,5;14,78;14,91;14,41;6,75M;-0,83%
21.04.2022;14,15;14,51;14,66;13,8;26,88M;-2,37%
22.04.2022;13,95;14,1;14,32;13,8;10,30M;-1,44%
25.04.2022;13,8;13,85;13,92;13,58;5,07M;-1,07%
26.04.2022;13,6;13,86;14,21;13,49;8,56M;-1,48%
27.04.2022;13,58;13,57;13,66;13,36;5,41M;-0,14%
28.04.2022;13,67;13,67;13,82;13,58;3,47M;0,68%
29.04.2022;13,09;12,92;13,2;12,73;20,26M;-4,21%
5.05.2022;13,18;13,1;13,3;12,87;13,34M;0,64%
6.05.2022;13,04;13,18;13,18;12,93;5,87M;-1,06%
9.05.2022;12,97;13,04;13,09;12,83;6,65M;-0,50%
10.05.2022;13,28;13,01;13,35;12,93;9,58M;2,36%
11.05.2022;13,2;13,34;13,38;12,94;8,26M;-0,63%
12.05.2022;12,94;12,99;13;12,76;9,36M;-1,97%
13.05.2022;12,97;12,95;13,12;12,92;11,51M;0,29%
16.05.2022;12,93;12,92;13,05;12,83;5,64M;-0,36%
17.05.2022;13,13;12,99;13,24;12,96;5,79M;1,58%
18.05.2022;13,06;13,23;13,26;12,96;6,72M;-0,57%
20.05.2022;13,21;13,09;13,31;13,02;7,36M;1,14%
23.05.2022;13,02;13,29;13,45;12,64;12,86M;-1,41%
24.05.2022;12,93;13,02;13,03;12,69;10,72M;-0,71%
25.05.2022;12,94;12,92;13,03;12,84;4,14M;0,07%
26.05.2022;12,95;12,94;13,07;12,91;4,30M;0,07%
27.05.2022;13,04;13,04;13,2;12,94;4,76M;0,72%
30.05.2022;13,4;13,12;13,49;13,07;9,75M;2,78%
31.05.2022;13,75;13,67;13,76;13,41;9,68M;2,64%
1.06.2022;13,83;14,09;14,15;13,76;9,73M;0,54%
2.06.2022;13,85;13,9;13,92;13,63;5,15M;0,13%
3.06.2022;13,8;13,85;13,97;13,61;6,09M;-0,34%
6.06.2022;13,87;13,88;14,01;13,85;6,35M;0,47%
7.06.2022;13,83;13,88;13,9;13,75;7,06M;-0,27%
8.06.2022;13,42;13,85;13,94;13,14;8,00M;-2,96%
9.06.2022;13,47;13,42;13,52;13,09;6,79M;0,35%
10.06.2022;13,15;13,42;13,46;13,1;3,63M;-2,35%
13.06.2022;13,02;13,04;13,09;12,84;5,29M;-0,99%
14.06.2022;12,97;13,15;13,17;12,88;4,44M;-0,36%
15.06.2022;13,15;13,01;13,15;12,94;4,05M;1,36%
16.06.2022;12,94;13,28;13,35;12,87;5,01M;-1,63%
17.06.2022;12,92;13,08;13,09;12,89;6,61M;-0,14%
20.06.2022;12,92;13;13,1;12,81;8,26M;0,00%
21.06.2022;13,03;13,16;13,19;12,98;8,05M;0,86%
22.06.2022;13,13;12,98;13,16;12,93;6,58M;0,78%
23.06.2022;13,34;13,13;13,52;13,06;13,81M;1,56%
24.06.2022;13,36;13,52;13,56;13,26;10,95M;0,21%
27.06.2022;13,22;13,15;13,32;12,88;4,67M;-1,04%
28.06.2022;13,09;13,26;13,39;12,94;5,33M;-0,98%
29.06.2022;12,72;13,09;13,1;12,61;6,24M;-2,84%
30.06.2022;12,64;12,66;12,66;12,27;6,85M;-0,66%
1.07.2022;12,68;12,64;12,76;12,56;2,52M;0,29%
4.07.2022;12,45;12,73;12,8;12,34;2,57M;-1,76%
5.07.2022;12,02;12,46;12,54;11,98;6,14M;-3,51%
6.07.2022;12,16;12,13;12,19;11,99;2,53M;1,16%
7.07.2022;12,2;12,17;12,35;12,17;2,54M;0,38%
8.07.2022;12,32;12,21;12,37;12,21;1,33M;0,99%
13.07.2022;12,17;12,32;12,42;12,06;4,40M;-1,21%
14.07.2022;12,16;12,17;12,28;12,1;3,93M;-0,15%
18.07.2022;12,41;12,26;12,59;12,26;3,86M;2,06%
19.07.2022;12,49;12,43;12,55;12,37;3,96M;0,67%
20.07.2022;12,52;12,56;12,62;12,39;3,25M;0,22%
21.07.2022;12,43;12,55;12,56;12,43;3,77M;-0,67%
22.07.2022;12,68;12,45;12,78;12,43;6,25M;1,94%
25.07.2022;12,86;12,78;13,02;12,63;8,19M;1,47%
26.07.2022;13,7;13,09;13,88;13,09;20,18M;6,50%
27.07.2022;14,13;13,77;14,24;13,77;16,02M;3,12%
28.07.2022;13,9;14,24;14,34;13,71;8,89M;-1,58%
29.07.2022;14,03;13,98;14,23;13,87;6,56M;0,94%
1.08.2022;14,54;14,13;14,64;14,05;8,53M;3,64%
2.08.2022;14,3;14,55;14,59;14,13;6,13M;-1,66%
3.08.2022;14,27;14,41;14,5;14,18;5,11M;-0,19%
4.08.2022;14,38;14,4;14,68;14,31;6,65M;0,72%
5.08.2022;14,28;14,41;14,51;14,17;4,04M;-0,65%
8.08.2022;14,27;14,29;14,5;14,2;8,53M;-0,07%
9.08.2022;14,77;14,31;14,82;14,04;14,94M;3,45%
10.08.2022;14,21;14,54;14,55;14,09;11,46M;-3,78%
11.08.2022;14,03;14,27;14,35;13,91;7,66M;-1,24%
12.08.2022;13,94;14,03;14,06;13,76;5,45M;-0,66%
15.08.2022;13,98;13,99;14,02;13,84;3,16M;0,27%
16.08.2022;13,9;14,06;14,13;13,62;6,17M;-0,53%
17.08.2022;13,95;14,01;14,09;13,9;3,89M;0,33%
18.08.2022;13,98;14,01;14,13;13,61;9,35M;0,20%
19.08.2022;14,45;13,98;14,62;13,91;14,66M;3,39%
22.08.2022;15,18;14,59;15,26;14,59;19,36M;5,02%
23.08.2022;15,51;15,28;15,84;15,2;12,02M;2,20%
24.08.2022;15,61;15,52;15,98;15,41;11,54M;0,66%
25.08.2022;15,69;15,8;15,97;15,6;6,24M;0,48%
26.08.2022;15,99;15,85;16,29;15,64;8,70M;1,90%
29.08.2022;15,98;16,02;16,21;15,46;10,57M;-0,06%
31.08.2022;15,93;15,98;16,05;15,57;7,87M;-0,29%
1.09.2022;15,69;16,2;16,35;15,34;16,33M;-1,52%
2.09.2022;15,77;15,7;16,6;15,65;18,75M;0,53%
5.09.2022;16,16;15,89;16,46;15,73;12,75M;2,47%
6.09.2022;15,95;16,3;16,39;15,72;10,45M;-1,32%
7.09.2022;15,73;15,95;15,98;15,53;8,89M;-1,34%
8.09.2022;15,74;15,8;16,13;15,68;10,79M;0,06%
9.09.2022;16,19;15,85;16,36;15,76;11,58M;2,83%
12.09.2022;17,29;16,48;17,29;16,26;16,70M;6,77%
13.09.2022;16,21;17,33;17,54;16,21;14,98M;-6,24%
14.09.2022;16,36;15,61;16,59;15,59;9,12M;0,92%
15.09.2022;16,34;16,45;17,07;16,26;11,23M;-0,11%
16.09.2022;16,82;16,4;16,82;16,22;5,39M;2,96%
19.09.2022;16,45;17,03;17,13;16,3;6,87M;-2,21%
20.09.2022;16,72;16,45;16,83;16,03;5,76M;1,64%
21.09.2022;16,97;16,73;17,05;16,51;6,94M;1,50%
22.09.2022;16,93;17,29;17,49;16,91;9,91M;-0,22%
23.09.2022;16,66;17,01;17,23;16,66;5,53M;-1,59%
26.09.2022;17,06;16,71;17,33;16,66;9,30M;2,40%
27.09.2022;16,71;17,37;17,41;16,66;5,98M;-2,07%
28.09.2022;16,49;16,8;16,82;16,05;8,67M;-1,33%
29.09.2022;15,92;16,64;16,64;15,41;7,76M;-3,44%
30.09.2022;16,12;15,99;16,27;15,85;5,00M;1,28%
3.10.2022;16,8;16,29;16,83;16,25;5,95M;4,21%
4.10.2022;18,22;16,82;18,46;16,63;19,41M;8,41%
5.10.2022;18,08;18,21;18,31;17,57;21,78M;-0,77%
6.10.2022;18,29;18,34;18,41;17,89;10,34M;1,18%
7.10.2022;18,01;18,31;18,77;17,98;20,21M;-1,52%
10.10.2022;18,03;18,16;18,29;17,93;12,88M;0,10%
11.10.2022;17,47;18,12;18,18;17,44;13,06M;-3,09%
12.10.2022;17,19;17,53;17,62;17,07;9,45M;-1,60%
13.10.2022;17,08;17,31;17,34;17,07;7,02M;-0,65%
14.10.2022;17,27;17,38;17,5;17,23;7,78M;1,09%
17.10.2022;17,76;17,36;17,93;17,24;20,48M;2,85%
18.10.2022;17,96;17,85;18,1;17,69;19,04M;1,15%
19.10.2022;17,68;18,03;18,04;17,65;12,11M;-1,60%
20.10.2022;17,47;17,7;17,75;17,39;14,98M;-1,16%
21.10.2022;17,94;17,47;17,99;17,43;22,37M;2,66%
24.10.2022;18,26;18,31;18,49;18,07;25,68M;1,81%
25.10.2022;18,17;18,34;18,35;17,8;17,23M;-0,51%
26.10.2022;18,1;18,26;18,36;18,04;13,74M;-0,36%
27.10.2022;18,18;18,1;18,25;17,98;14,61M;0,41%
28.10.2022;18,59;18,21;18,61;18,09;16,74M;2,25%
31.10.2022;19,05;19,05;19,48;18,9;35,42M;2,50%
1.11.2022;19,61;19,18;20,07;18,98;36,01M;2,93%
2.11.2022;20,19;19,61;21,1;19,52;61,41M;2,94%
3.11.2022;20,39;20,2;20,58;19,81;26,07M;1,01%
4.11.2022;20,8;20,41;20,89;19,98;24,26M;2,01%
7.11.2022;20,63;20,95;20,97;20,48;20,89M;-0,80%
8.11.2022;20,22;20,65;20,76;20,07;19,06M;-1,98%
9.11.2022;20,26;20,22;20,93;20,15;28,27M;0,18%
10.11.2022;21,91;20,26;21,93;20,17;33,66M;8,17%
11.11.2022;22,75;21,95;23,75;21,86;34,08M;3,82%
14.11.2022;24,05;23,53;24,5;22,96;30,93M;5,72%
15.11.2022;25,48;24,44;26,12;24,42;38,55M;5,95%
16.11.2022;24;25,72;25,85;23,79;33,65M;-5,84%
17.11.2022;23,48;24;24,39;22,34;21,15M;-2,17%
18.11.2022;23,22;23,48;24,05;22,97;13,52M;-1,11%
21.11.2022;24,35;24,09;24,46;23,48;20,90M;4,88%
22.11.2022;25,61;24,85;25,84;24,52;28,38M;5,19%
23.11.2022;25,11;25,74;26;24,91;21,99M;-1,96%
24.11.2022;24,94;25,32;25,52;24,72;23,39M;-0,67%
25.11.2022;25,46;24,96;25,59;24,57;25,90M;2,09%
28.11.2022;25,69;26,13;26,56;25,65;35,86M;0,88%
29.11.2022;25,87;25,87;26,49;25;40,15M;0,72%
30.11.2022;26,78;25,87;27,21;25,72;66,00M;3,52%
1.12.2022;28,25;27,19;28,87;26,82;65,30M;5,48%
2.12.2022;27,47;28,33;28,57;26,91;40,21M;-2,76%
5.12.2022;26,82;27,68;27,94;26,65;26,65M;-2,37%
6.12.2022;27,64;26,95;28,07;26,38;35,96M;3,05%
7.12.2022;26,82;27,83;27,96;26,45;26,18M;-2,96%
8.12.2022;26,77;26,78;26,97;25,56;24,28M;-0,21%
9.12.2022;27,83;26,95;27,83;26,9;22,66M;3,96%
12.12.2022;28,42;28,35;29,03;28,22;30,75M;2,14%
13.12.2022;28,49;28,53;28,92;28,09;24,26M;0,26%
14.12.2022;26,9;28,66;28,66;26,41;25,64M;-5,61%
15.12.2022;27,17;27,42;27,73;26,47;15,64M;1,04%
16.12.2022;26,86;27,16;27,29;26,51;14,37M;-1,16%
19.12.2022;28,36;27,04;28,36;26,95;29,42M;5,61%
20.12.2022;27,86;28,46;28,55;27,64;20,34M;-1,77%
21.12.2022;29,27;28,22;29,98;28,22;47,23M;5,07%
22.12.2022;30,65;29,46;31;29,22;38,80M;4,70%
23.12.2022;30,67;30,67;31,25;30,15;24,46M;0,06%
26.12.2022;32,55;31,21;33,44;31,06;47,12M;6,12%
27.12.2022;33,81;32,88;34,91;31,28;55,23M;3,88%
28.12.2022;33,38;33,81;34,8;32,75;49,97M;-1,26%
29.12.2022;33,48;33,38;33,98;32,83;32,41M;0,28%
30.12.2022;33,51;33,92;34,46;33,48;28,51M;0,11%
2.01.2023;35;33,59;35,48;33,59;32,22M;4,44%
3.01.2023;34,94;35,32;35,97;34,85;37,34M;-0,16%
4.01.2023;33,38;34,98;35,28;33,23;24,97M;-4,47%
5.01.2023;30,06;33,72;33,87;30,06;44,78M;-9,97%
6.01.2023;31,32;29,18;31,97;27,81;55,82M;4,21%
9.01.2023;29,26;31,51;31,78;28,79;26,85M;-6,59%
10.01.2023;29,05;29,26;30,11;28,38;38,59M;-0,70%
11.01.2023;27,88;29,05;29,37;27,55;27,75M;-4,03%
12.01.2023;28,9;28,62;29,26;26,49;37,36M;3,67%
13.01.2023;28,35;28,88;29,78;27,88;30,44M;-1,93%
16.01.2023;30,48;28,31;30,56;28,05;26,11M;7,54%
17.01.2023;32,17;30,48;32,29;30,2;38,47M;5,55%
18.01.2023;31,86;32,17;32,99;31,58;29,33M;-0,98%
19.01.2023;32,66;31,91;32,88;31,64;26,58M;2,51%
20.01.2023;33,38;32,79;33,66;32,64;32,02M;2,22%
23.01.2023;32,43;33,66;34,27;31,99;28,61M;-2,84%
24.01.2023;31,45;32,36;32,6;31,12;27,53M;-3,04%
25.01.2023;31,21;31,84;31,97;29,67;25,76M;-0,77%
26.01.2023;31,62;31,12;31,97;30,67;23,62M;1,31%
27.01.2023;30,8;31,34;31,54;29,78;22,45M;-2,59%
30.01.2023;31,51;30,8;31,9;30,78;23,06M;2,29%
31.01.2023;30,65;31,45;31,52;29,89;24,28M;-2,71%
1.02.2023;27,68;30,76;30,91;27,68;25,31M;-9,70%
2.02.2023;27,88;27,68;28,22;25,35;39,37M;0,74%
3.02.2023;29,7;28,07;29,93;27,47;24,52M;6,53%
6.02.2023;29,18;28,79;29,65;27,58;5,76M;-1,75%
7.02.2023;26,26;28,75;28,75;26,26;16,85M;-10,00%
15.02.2023;28,88;27,03;28,88;26,58;13,27M;9,98%
16.02.2023;27,51;30,22;30,84;27,51;26,86M;-4,76%
17.02.2023;27,34;27,19;27,66;26,41;12,64M;-0,61%
20.02.2023;28,9;27,62;28,9;27,56;22,38M;5,71%
21.02.2023;29,5;29;30,32;28,59;43,84M;2,06%
22.02.2023;30,84;29,81;31,1;29,39;32,94M;4,54%
23.02.2023;30,32;30,95;31;29,94;26,91M;-1,69%
24.02.2023;30,35;30,13;30,82;29,27;44,71M;0,12%
27.02.2023;29,39;30,37;30,41;28,98;25,86M;-3,18%
28.02.2023;29,87;29,44;29,91;29,18;19,88M;1,64%
1.03.2023;29,55;29,74;30,07;29,4;17,54M;-1,06%
2.03.2023;29,05;29,55;29,76;29,05;14,71M;-1,70%
3.03.2023;28,03;29,09;29,16;27,77;15,22M;-3,52%
6.03.2023;28,87;28,18;29,03;27,79;18,13M;2,98%
7.03.2023;30,33;29,24;30,46;29,09;34,68M;5,09%
8.03.2023;30,17;30,39;30,41;29,59;19,03M;-0,55%
9.03.2023;29,85;30,39;30,84;29,85;22,64M;-1,05%
10.03.2023;29,14;29,74;29,8;29,07;11,44M;-2,37%
13.03.2023;29,65;29,27;29,96;28,94;17,22M;1,72%
14.03.2023;29,55;29,74;30,11;29,31;16,74M;-0,31%
15.03.2023;27,9;29,76;29,81;27,69;16,05M;-5,60%
16.03.2023;28,57;28,03;28,61;27,75;12,09M;2,40%
17.03.2023;28,27;28,98;29,05;28,27;14,55M;-1,04%
20.03.2023;26,67;28,16;28,16;26,67;12,20M;-5,65%
21.03.2023;26,9;26,86;27,42;26,21;13,43M;0,84%
22.03.2023;27,1;26,97;27,14;26,62;9,97M;0,76%
23.03.2023;27,51;27,1;27,66;27,03;12,11M;1,51%
24.03.2023;27,12;27,69;27,86;27,04;13,59M;-1,42%
27.03.2023;27,23;27,34;27,6;26,95;10,05M;0,41%
28.03.2023;26,13;27,23;27,23;26,13;8,41M;-4,03%
29.03.2023;25,84;26,13;26,13;25,26;12,01M;-1,14%
30.03.2023;25,95;25,98;26,43;25,91;9,39M;0,43%
31.03.2023;25,46;25,91;26,19;25,46;8,80M;-1,86%
3.04.2023;26,26;25,48;26,26;25,26;12,58M;3,14%
4.04.2023;28,09;26,95;28,27;26,69;32,66M;6,94%
5.04.2023;28,14;28,2;29,29;28,05;22,64M;0,20%
6.04.2023;29,67;28,14;29,67;28,14;26,80M;5,42%
7.04.2023;29,5;29,74;30,19;29,4;15,33M;-0,56%
10.04.2023;30,11;29,7;30,17;29,61;14,33M;2,08%
11.04.2023;30,26;30,39;30,67;29,59;28,63M;0,49%
12.04.2023;30,08;30,28;30,52;29,76;17,08M;-0,59%
13.04.2023;29,6;30,18;30,3;29,6;20,50M;-1,60%
14.04.2023;29,1;29,76;29,98;29,1;8,12M;-1,69%
17.04.2023;28,5;29,28;29,32;28,5;8,06M;-2,06%
18.04.2023;29,38;28,52;29,64;28,52;11,33M;3,09%
19.04.2023;29,2;29,36;29,56;28,7;7,76M;-0,61%
20.04.2023;29,78;29,26;29,86;28,98;4,23M;1,99%
24.04.2023;30,46;30,06;30,9;30,06;20,85M;2,28%
25.04.2023;29,2;30,46;30,48;29,08;13,70M;-4,14%
26.04.2023;28,08;29,2;29,2;27,98;13,24M;-3,84%
27.04.2023;27,98;28;28,56;27,66;12,32M;-0,36%
28.04.2023;27,84;28,28;28,38;27,1;12,05M;-0,50%
2.05.2023;26,48;27,94;28,12;26,24;10,39M;-4,89%
3.05.2023;27,32;26,56;27,5;25,2;16,31M;3,17%
4.05.2023;26,7;27;27,9;26,54;10,01M;-2,27%
5.05.2023;26,62;26,1;27,18;26,02;11,41M;-0,30%
8.05.2023;27,86;26,7;27,88;26,32;9,78M;4,66%
9.05.2023;27,88;27,86;28,5;27,58;9,68M;0,07%
10.05.2023;27,26;27,9;28,1;27,16;7,01M;-2,22%
11.05.2023;29,44;27,28;29,5;27;15,12M;8,00%
12.05.2023;28,72;29,7;29,76;28,44;10,33M;-2,45%
15.05.2023;27,26;26,7;28,98;26,7;6,68M;-5,08%
16.05.2023;28,7;27,2;28,9;27,2;8,01M;5,28%
17.05.2023;29,12;28,74;29,56;28,64;8,44M;1,46%
18.05.2023;27,84;29,14;29,34;27,82;9,02M;-4,40%
22.05.2023;26,84;28;28,26;26,78;9,83M;-3,59%
23.05.2023;27;27,02;27,26;26,74;4,84M;0,60%
24.05.2023;26,5;27,06;27,28;26,42;5,12M;-1,85%
25.05.2023;27,3;26,56;27,76;26,56;7,52M;3,02%
26.05.2023;27,98;27,32;28,16;27,18;9,87M;2,49%
29.05.2023;29,18;29;29,5;28,24;10,78M;4,29%
30.05.2023;29,7;29,4;30,26;29,2;18,36M;1,78%
31.05.2023;31;29,82;31;29,7;22,11M;4,38%
1.06.2023;30,48;31,32;31,52;30,26;10,43M;-1,68%
2.06.2023;31,52;31;31,52;30,68;11,17M;3,41%
5.06.2023;32,08;32,1;32,4;31,46;12,47M;1,78%
6.06.2023;31,72;32,1;32,6;31,5;11,52M;-1,12%
7.06.2023;32,3;32,1;32,96;32,08;15,63M;1,83%
8.06.2023;32,1;32,3;32,38;31,32;10,79M;-0,62%
9.06.2023;32,74;32,16;33,26;32,12;15,35M;1,99%
12.06.2023;31,9;32,84;33,28;31,68;11,84M;-2,57%
13.06.2023;30,96;31,9;31,9;30,7;11,97M;-2,95%
14.06.2023;30,66;31,08;31,42;30,52;10,92M;-0,97%
15.06.2023;31,76;30,88;31,88;30,84;9,64M;3,59%
16.06.2023;31,68;31,82;32;31,36;6,95M;-0,25%
19.06.2023;30,18;31,72;31,84;30,14;7,41M;-4,73%
20.06.2023;31,06;30,14;31,06;29,78;10,65M;2,92%
21.06.2023;30,46;31,16;31,92;30,28;10,02M;-1,93%
22.06.2023;31,5;30,52;31,68;30,1;9,87M;3,41%
23.06.2023;32,68;31,8;32,84;31,8;12,71M;3,75%
26.06.2023;33,68;32,7;33,74;32,7;9,58M;3,06%
27.06.2023;35;33,9;35,3;33,68;7,22M;3,92%
3.07.2023;35,64;35,38;36,32;35,36;14,60M;1,83%
4.07.2023;35,3;35,66;35,92;34,72;11,20M;-0,95%
5.07.2023;36,24;35,4;36,28;34,66;13,85M;2,66%
6.07.2023;36,7;36,4;38,18;36,4;17,77M;1,27%
7.07.2023;36,48;36,76;37,3;36,24;11,33M;-0,60%
10.07.2023;36,74;37,2;37,38;36,36;13,54M;0,71%
11.07.2023;37,38;37,34;37,68;36;16,31M;1,74%
12.07.2023;37,12;37,38;38,4;37,12;19,38M;-0,70%
13.07.2023;39,64;37,2;40,24;37,2;33,07M;6,79%
14.07.2023;40,18;39,74;41,34;39,02;21,42M;1,36%
17.07.2023;42,24;41,26;42,66;41,26;18,27M;5,13%
18.07.2023;40,18;42,6;43,18;40;18,06M;-4,88%
19.07.2023;41,6;40,16;41,66;39,12;21,66M;3,53%
20.07.2023;43;42,84;43,68;41,26;29,84M;3,37%
21.07.2023;44,56;43,02;45,08;42,68;25,31M;3,63%
24.07.2023;49;44,66;49;44,66;33,29M;9,96%
25.07.2023;45,7;50;50,45;45,12;29,51M;-6,73%
26.07.2023;46,08;45,82;46,98;45,12;16,60M;0,83%
27.07.2023;45,34;46,3;46,78;45,1;14,35M;-1,61%
28.07.2023;46,18;45,98;47,12;45,46;17,30M;1,85%
31.07.2023;50,75;47,5;50,75;47,5;31,83M;9,90%
1.08.2023;50,5;50,65;54;48,38;42,40M;-0,49%
2.08.2023;49,68;50,5;51,75;49,62;19,16M;-1,62%
3.08.2023;49,22;49,94;51;48,58;18,00M;-0,93%
4.08.2023;49,48;49,22;49,48;48;15,29M;0,53%
7.08.2023;50,1;49,76;51,25;49,74;16,09M;1,25%
8.08.2023;49,12;51,1;52;49,02;23,08M;-1,96%
9.08.2023;48,46;49,5;49,64;48,1;19,88M;-1,34%
10.08.2023;47,04;48,76;48,98;46,5;19,85M;-2,93%
11.08.2023;48,46;47,04;48,52;45,88;20,15M;3,02%
